subj_idx,block_order,block_label,Block_Trial,context,rt,response,Accuracy,Accuracy_inTime,stim,Response_Type,Reward_Amount,Data_Split,EEG_Stim_Time,EEG_Resp_Time,TF_Stim,TF_Fix
12061,2,A,21,OO,0.401,-1,1,0,-1,NoLoss,-1,1,997.0782,997.4792,1.14969424,0.127793008
12061,2,A,22,OO,0.314,0,1,1,0,Cntrl ,0,2,1001.214,1001.528,0.954116514,0.768260268
12061,2,A,23,OO,0.379,-1,1,1,-1,NoLoss,1,2,1004.667,1005.046,-1.226862585,1.08159894
12061,2,A,24,OO,0.331,1,1,1,1,Gain  ,1,2,1009.004,1009.335,1.752643618,1.568876865
12061,2,A,25,OO,0.368,-1,1,1,-1,NoLoss,1,1,1012.624,1012.992,-0.719742244,-1.359503941
12061,2,A,26,OO,0.335,2,0,0,1,Cntrl ,-1,1,1016.794,1017.129,1.44280754,0.28544293
12061,2,A,27,OO,0.359,0,1,1,0,Cntrl ,0,1,1020.414,1020.773,1.177473308,1.711680347
12061,2,A,28,OO,0.413,-1,1,0,-1,NoLoss,-1,2,1024.367,1024.78,-0.575437739,0.016252674
12061,2,A,29,OO,0.396,1,1,1,1,Gain  ,1,2,1028.02,1028.416,-1.104682181,0.89343412
12061,2,A,30,OO,0.431,0,1,0,0,Cntrl ,0,2,1032.223,1032.654,-2.079152601,-3.181781355
12061,2,A,31,OO,0.334,-1,1,1,-1,NoLoss,1,1,1036.377,1036.711,-1.077415322,1.731669143
12061,2,A,32,OO,0.303,1,1,1,1,Gain  ,1,1,1040.347,1040.65,1.631899304,-1.296717278
12061,2,A,33,OO,0.418,1,0,0,0,Gain  ,0,1,1044.634,1045.052,-0.926093976,0.366532373
12061,2,A,34,OO,0.321,1,1,1,1,Gain  ,1,2,1048.704,1049.025,0.305782188,-1.813206684
12061,2,A,35,OO,0.411,0,1,0,0,Cntrl ,0,2,1052.457,1052.868,0.440934667,-1.209810068
12061,2,A,37,OF,0.395,-1,1,1,-1,NoLoss,1,1,1068.537,1068.932,-0.232830573,1.662347374
12061,2,A,38,OF,0.411,0,1,0,0,Cntrl ,0,1,1072.924,1073.335,0.539510564,0.981807813
12061,2,A,39,OF,0.242,1,1,1,1,Gain  ,1,1,1076.56,1076.802,-0.287907947,1.089834316
12061,2,A,40,OF,0.383,-1,1,1,-1,NoLoss,1,2,1079.98,1080.363,-0.720193677,1.8973601
12061,2,A,41,OF,0.387,0,1,1,0,Cntrl ,0,2,1084.033,1084.42,-0.304311964,0.178732832
12061,2,A,42,OF,0.254,1,1,1,1,Gain  ,1,2,1088.37,1088.624,-0.37457593,-1.511917947
12061,2,A,43,OF,0.324,0,1,1,0,Cntrl ,0,1,1092.407,1092.731,1.85571793,-1.396339135
12061,2,A,44,OF,0.344,-1,0,0,1,NoLoss,-0.5,1,1095.776,1096.12,0.742761244,1.700945872
12061,2,A,45,OF,0.258,-1,1,1,-1,NoLoss,1,1,1099.329,1099.587,0.694088332,1.298363684
12061,2,A,46,OF,0.296,1,1,1,1,Gain  ,1,2,1103.016,1103.312,-1.844405018,-0.203146224
12061,2,A,47,OF,0.372,0,1,1,0,Cntrl ,0,2,1107.119,1107.491,-1.277018958,-0.522290197
12061,2,A,48,OF,0.315,-1,1,1,-1,NoLoss,1,2,1111.389,1111.704,0.030828808,1.200536843
12061,2,A,49,OF,0.381,0,1,1,0,Cntrl ,0,1,1115.543,1115.924,0.191070228,0.749910166
12061,2,A,50,OF,0.212,1,1,1,1,Gain  ,1,1,1119.446,1119.658,-1.037430379,-0.230052001
12061,2,A,51,OF,0.323,-1,1,1,-1,NoLoss,1,1,1123.383,1123.706,1.392738904,1.538483504
12061,2,A,52,OF,0.348,1,1,1,1,Gain  ,1,2,1126.969,1127.317,-2.014429077,0.686870895
12061,2,A,53,OF,0.331,0,1,1,0,Cntrl ,0,2,1131.156,1131.487,-1.605836787,-0.560782036
12061,2,A,54,OF,0.326,-1,1,1,-1,NoLoss,1,2,1134.542,1134.868,-0.287938341,2.802756199
12061,2,A,55,OF,0.283,1,1,1,1,Gain  ,1,1,1138.729,1139.012,-1.796461443,-0.376535609
12061,2,A,56,OF,0.415,0,1,0,0,Cntrl ,0,1,1142.065,1142.48,0.907207321,0.08786085
12061,2,A,57,OF,0.318,-1,1,1,-1,NoLoss,1,1,1146.085,1146.403,-1.373889563,-2.189048618
12061,2,A,58,OF,0.262,1,0,0,0,Gain  ,0,2,1149.988,1150.25,0.355010012,1.874937644
12061,2,A,59,OF,0.412,-1,1,0,-1,NoLoss,-0.5,2,1154.092,1154.504,0.720821832,-1.617150744
12061,2,A,60,OF,0.302,1,1,1,1,Gain  ,1,2,1158.028,1158.33,1.351471002,-1.522977535
12061,2,A,61,OF,0.34,2,0,0,-1,Cntrl ,-0.5,1,1161.781,1162.121,1.906935944,1.01810617
12061,2,A,62,OF,0.306,1,1,1,1,Gain  ,1,1,1165.918,1166.224,-0.653491702,1.356379097
12061,2,A,64,OF,0.31,-1,1,1,-1,NoLoss,1,2,1174.475,1174.785,-0.149476049,1.016417288
12061,2,A,65,OF,0.329,1,1,1,1,Gain  ,1,2,1178.479,1178.808,0.755175974,0.169287258
12061,2,A,67,OF,0.321,-1,1,1,-1,NoLoss,1,1,1185.968,1186.289,0.786782813,2.470933109
12061,2,A,69,OF,0.317,1,1,1,1,Gain  ,1,1,1194.108,1194.425,-0.626368816,-1.414114761
12061,2,A,70,OF,0.496,-1,1,0,-1,NoLoss,-0.5,2,1198.112,1198.608,-0.016986798,1.345275398
12061,2,A,71,OF,0.462,1,1,0,1,Gain  ,-0.5,2,1201.798,1202.26,-1.057077815,-3.484778919
12061,2,A,73,FF,0.428,-1,1,0,-1,NoLoss,-0.5,1,1214.075,1214.503,2.536830751,4.462887511
12061,2,A,74,FF,0.306,1,1,1,1,Gain  ,0.5,1,1218.128,1218.434,-0.427644312,1.473336221
12061,2,A,76,FF,0.326,-1,1,1,-1,NoLoss,0.5,2,1225.151,1225.477,0.725854724,0.523317108
12061,2,A,77,FF,0.387,1,1,1,1,Gain  ,0.5,2,1229.004,1229.391,-1.114015115,-2.482147754
12061,2,A,78,FF,0.487,1,0,0,0,Gain  ,0,2,1232.824,1233.311,0.870730663,-0.171800261
12061,2,A,79,FF,0.489,1,1,0,1,Gain  ,-0.5,1,1236.36,1236.849,1.019063292,-2.18652973
12061,2,A,80,FF,0.315,-1,1,1,-1,NoLoss,0.5,1,1240.831,1241.146,1.534719328,0.734466986
12061,2,A,82,FF,0.306,1,1,1,1,Gain  ,0.5,2,1249.371,1249.677,-1.53194718,-0.759384035
12061,2,A,84,FF,0.346,-1,1,1,-1,NoLoss,0.5,2,1256.811,1257.157,-2.266611423,2.197466663
12061,2,A,85,FF,0.28,1,1,1,1,Gain  ,0.5,1,1260.964,1261.244,2.469161755,1.192077773
12061,2,A,87,FF,0.371,-1,1,1,-1,NoLoss,0.5,1,1268.971,1269.342,2.102138133,1.03700045
12061,2,A,88,FF,0.312,1,1,1,1,Gain  ,0.5,2,1273.074,1273.386,2.050193828,1.887887437
12061,2,A,89,FF,0.448,-1,1,0,-1,NoLoss,-0.5,2,1276.927,1277.375,0.363119339,-0.13157974
12061,2,A,90,FF,0.334,1,0,0,0,Gain  ,0,2,1280.48,1280.814,1.402211236,-2.113841337
12061,2,A,91,FF,0.441,-1,1,0,-1,NoLoss,-0.5,1,1284.834,1285.275,1.102193033,0.853581642
12061,2,A,92,FF,0.366,1,0,0,0,Gain  ,0,1,1288.52,1288.886,-2.20452908,1.538194615
12061,2,A,93,FF,0.207,1,1,1,1,Gain  ,0.5,1,1292.307,1292.514,0.130059703,-2.172228316
12061,2,A,94,FF,0.298,-1,1,1,-1,NoLoss,0.5,2,1296.377,1296.675,0.314570244,1.900093357
12061,2,A,95,FF,0.497,1,1,0,1,Gain  ,-0.5,2,1300.597,1301.094,-0.769627408,-0.774844065
12061,2,A,97,FF,0.371,1,1,1,1,Gain  ,0.5,1,1307.853,1308.224,1.257344332,2.524374936
12061,2,A,99,FF,0.302,-1,1,1,-1,NoLoss,0.5,1,1315.259,1315.561,1.096803311,0.032669084
12061,2,A,100,FF,0.334,1,0,0,0,Gain  ,0,2,1318.829,1319.163,-0.686570707,0.556249995
12061,2,A,101,FF,0.284,1,1,1,1,Gain  ,0.5,2,1322.448,1322.732,0.995103465,3.354564433
12061,2,A,102,FF,0.3,-1,1,1,-1,NoLoss,0.5,2,1326.669,1326.969,2.128580555,-1.029783079
12061,2,A,103,FF,0.26,1,0,0,0,Gain  ,0,1,1330.972,1331.232,-0.972637131,-0.290236475
12061,2,A,104,FF,0.36,1,1,1,1,Gain  ,0.5,1,1335.092,1335.452,0.062670359,-2.102604978
12061,2,A,105,FF,0.361,-1,1,1,-1,NoLoss,0.5,1,1338.712,1339.073,0.574986004,1.496272036
12061,2,A,106,FF,0.27,1,1,1,1,Gain  ,0.5,2,1342.699,1342.969,2.680673827,0.644305939
12061,2,A,107,FF,0.343,1,0,0,-1,Gain  ,-0.5,2,1346.952,1347.295,0.583320606,1.580075819
12061,2,A,108,FF,0.415,-1,0,0,0,NoLoss,0,2,1350.689,1351.104,0.772004707,-0.973149394
